participant,session,timestamp,block,trial_index,condition,valence,magnitude,target_ms_pre,target_ms_final,rt_ms,hit,pause1_ms,pause2_ms,pause3_ms,cue_ms,feedback_ms,points_change,points_total,key_pressed,rscore_scope,rscore_value
dsf,001,20251008-100535,1,1,WIN_LOW,1,1,250,250,,0,856,852,2602,250,500,0,0,,global,
dsf,001,20251008-100541,1,2,NEUTRAL,0,0,250,250,,0,1201,1020,2458,250,500,0,0,,global,0.0
dsf,001,20251008-100547,1,3,NEUTRAL,0,0,260,260,,0,1224,829,2259,250,500,0,0,,global,0.0
